KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記,目
219.2,ハナダイ科,Anthiadidae,ニラミハナダイ,Compsanthias ventralis ventralis (Randall 1979),"
佐々木ほか（2014）小笠原研究41:13-39，小笠原諸島；藤原ほか（2020）Ichthy, Nat Hist Fish Jpn 3:30-40，沖永良部島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Gill (2024) Zootaxa 5463:360-374，ナガハナダイ属Pseudanthiasから新属Compsanthias Gill 2024に変属
",Niramihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ミナミハナダイ,Luzonichthys waitei (Fowler 1931),"
中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ミナミハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Minamihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ソメワケミナミハナダイ,Luzonichthys whitleyi (Smith 1955),"
中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ミナミハナダイ属）
",Somewakeminamihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,イトマンオオキンギョ,"Meganthias kingyo (Kon, Yoshino & Sakurai 2000)","
和田ほか（2020）Ichthy, Nat Hist Fish Jpn 1:1-5，トカラ列島横当島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イトマンオオキンギョ属）
",Itomanokingyo,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ハナゴイ,Mirolabrichthys pascalus (Jordan & Tanaka 1927),"
本村ほか（2013）「硫黄島・竹島の魚類」；佐々木ほか（2014）小笠原研究41:13-39，小笠原諸島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；藤原ほか（2020）Ichthy, Nat Hist Fish Jpn 3:30-40，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；赤池ほか（2021）Ichthy, Nat Hist Fish Jpn 13:18-35，沖永良部島；Gill (2022) Zootaxa 5092:41-66，Pseudanthias BleekerからMirolabrichthys Herreに変属（Mirolabrichthysの和名なし）；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ハナゴイ属）；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Hanagoi,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,フタイロハナゴイ,Nemanthias bicolor (Randall 1979),"
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；Gill (2022) Zootaxa 5092:41-66，Pseudanthias BleekerからNemanthias Smithに変属（Nemanthiasの和名なし）；岩坪ほか（2022）「薩摩半島沿岸の魚類」；栗岩（2022）「日本魚類館」，アカネハナゴイ属（新称）；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科アカネハナゴイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Futairohanagoi,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,アカネハナゴイ,Nemanthias dispar (Herre 1955),"
Kuriiwa et al (2014) CheckList 10:1479-1501，豆南諸島；Koeda et al (2016) Fishes of Yonaguni，与那国島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Gill (2022) Zootaxa 5092:41-66，Pseudanthias BleekerからNemanthias Smithに変属（Nemanthiasの和名なし）；栗岩（2022）「日本魚類館」，アカネハナゴイ属（新称）；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科アカネハナゴイ属）
",Akanehanagoi,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,マダラハナダイ,Odontanthias borbonius (Valenciennes 1828),"
本村ほか（2013）「硫黄島・竹島の魚類」；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島；望月ほか（2021）Ichthy, Nat Hist Fish Jpn 14:48-53，大隅諸島竹島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イッテンサクラダイ属）；古橋・本村（2022）Ichthy, Nat Hist Fish Jpn 23:7-18，小臥蛇島；森ほか（2023）魚類学雑誌doi:10.11369/jji.22-013，稚魚（伊豆半島両岸・沖縄県），成魚（静岡県・屋久新曽根・種子島・トカラ列島小臥蛇島・中之島・奄美大島・沖縄島）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Konishi (2024) NOAA Prof Pap NMFS 24:106-118，仔魚（東シナ海南部）
",Madarahanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ハタタテハナダイ,Odontanthias flagris Yoshino & Araga 1975,"
中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イッテンサクラダイ属）
",Hatatatehanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,バラハナダイ,"Odontanthias katayamai (Randall, Maugé & Plessis 1979)","
鏑木（2016）「種子島の釣魚」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イッテンサクラダイ属）；古橋・本村（2022）Ichthy, Nat Hist Fish Jpn 23:7-18，小臥蛇島；松本ほか（2022）Ichthy, Nat Hist Fish Jpn 27:74-86，薩摩半島南岸；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Barahanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,エンビサクラダイ,Odontanthias randalli White 2011,松尾ほか（2024）魚類学雑誌doi:10.11369/jji.24-027，紀伊半島,Embisakuradai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ボロサクラダイ,Odontanthias rhodopeplus (Günther 1872),"
下瀬（2021）「沖縄さかな図鑑」，沖縄県；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イッテンサクラダイ属）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，東京（市場）；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島
",Borosakuradai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,イッテンサクラダイ,Odontanthias unimaculatus (Tanaka 1917),"
田代（2018）Nat Kagoshima 44:347-351，黒島，口之島，臥蛇島，中之島，平島；Motomura (2020) Ichthyofaunal Studies in the Tokara Is，口之島，臥蛇島，中之島，平島；橋本ほか（2021）Ichthy, Nat Hist Fish Jpn 13:9-12，奄美大島［分布域：小笠原諸島，相模湾，駿河湾，熊野灘，和歌山県，土佐湾，大隅諸島（黒島），トカラ列島（口之
島・臥蛇島・中之島・平島），奄美群島（奄美大島），沖縄舟状海盆］；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イッテンサクラダイ属）；松本ほか（2022）Ichthy, Nat Hist Fish Jpn 27:74-86，薩摩半島南岸；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，和歌山県；木村・笹木（2025）「三重県の魚類図鑑」
",Ittensakuradai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ミカヅキハナダイ,"Pelontrus kojiorum (Koeda, Muto & Wada 2021)","
Koeda et al. (2021) Ichthyol Res doi:10.1007/s10228-021-00842-1，浜比嘉島（2人のkojiに基づくので，男性名詞複数属格となり，kojiorumとなるのが正しい）；Koeda et al (2021) Ichthyol Res doi:10.1007/s10228-021-00847-w，学名の修正（P. kojii→P. kojiorum）；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，沖縄諸島浜比嘉島；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，Plectranthias→Pelontrus
",Mikazukihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,チュラシマハナダイ,"Pelontrus ryukyuensis (Wada, Suzuki, Senou & Motomura 2020)","
Wada et al (2020) Ichthyol Res doi:10.1007/s10228-019-00725-6，奄美大島，沖縄諸島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，Plectranthias→Pelontrus
",Churashimahanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ニシキハナダイ,Pelontrus sagamiensis (Katayama 1964),"
Wada et al (2020) Ichthyol Res doi:10.1007/s10228-019-00725-6，南日本，フィリピン，インドネシア；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；木村・笹木（2025）「三重県の魚類図鑑」；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，Plectranthias→Pelontrus
",Nishikihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ヒノマルハナダイ,"Pelontrus takasei (Gill, Tea & Senou 2016)","
Gill et al (2016) Zootaxa 4205:349-356；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，Plectranthias→Pelontrus
",Hinomaruhanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,イチモンジハナダイ,Plectranthias clavatus Wada & Senou 2024,"
Wada & Senou (2024) Bull Kanagawa Pref Mus (Nat Sci) 53:113-126，相模湾，八丈島；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，帰属変更なし（Plectranthiasはイズハナダイ属）
",Ichimonjihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,イズハナダイ,Plectranthias kamii Randall 1980,"
Ozawa (1983) Bull Japan Soc Fish Oceanogr 44:9-16，鹿児島県枕崎市と大隅諸島黒島の中間海域；三浦（2012）「知念市場の魚」，沖縄島；Kuriiwa et al (2014) CheckList 10:1479-1501，豆南諸島；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Koeda et al (2016) Fishes of Yonaguni，与那国島；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；本村ほか（2019）「奄美群島の魚類」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；Gill et al (2021) Zootaxa 4918:1-116，豪州産本属の再検討（オーストラリアではサンゴ海とタスマン海から記録）；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島黒島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；古橋・本村（2022）Ichthy, Nat Hist Fish Jpn 23:7-18，臥蛇島；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；Wada & Senou (2024) Bull Kanagawa Pref Mus (Nat Sci) 53:113-126，豆南諸島，相模湾，静岡県，和歌山県，宮崎県，五島列島，熊本県，甑島列島，鷹島，宇治群島，屋久島，黒島，種子島，奄美大島，与論島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；畠中ほか（2025）Ichthy, Nat Hist Fish Jpn 56:8-30，宇治群島；木村・笹木（2025）「三重県の魚類図鑑」；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，帰属変更なし（Plectranthiasはイズハナダイ属）
",Izuhanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,アヤメイズハナダイ,"Plectranthias maekawa Wada, Senou & Motomura 2018","
Wada et al (2018) Ichthyol Res doi:10.1007/s10228-018-0674-z，トカラ列島；Motomura (2020) Ichthyofaunal Studies in the Tokara Is，中之島，臥蛇島；和田ほか（2020）タクサ49:67-73，沖縄島，与那国島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，帰属変更なし（Plectranthiasはイズハナダイ属）
",Ayameizuhanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,キオビイズハナダイ,Plectranthias sheni Chen & Shao 2002,"
藤原ほか（2017）魚類学雑誌64:121-129，日本初記録；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；藤原ほか（2019）Nat Kagoshima 45:255-257，沖縄県初記録（与那国島）；本村ほか（2019）「奄美群島の魚類」；Motomura (2020) Ichthyofaunal Studies in the Tokara Is，中之島，屋久新曽根；出羽ほか（2021）Ichthy, Nat Hist Fish Jpn 11:21-26，草垣群島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；松本ほか（2022）Ichthy, Nat Hist Fish Jpn 27:74-86，薩摩半島南岸；佐藤ほか（2023）「トワイライトゾーン深海生物」，与那国島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；餐場・遠藤（2024）Ichthy, Nat Hist Fish Jpn 46:15-20，静岡県；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，帰属変更なし（Plectranthiasはイズハナダイ属）
",Kiobiizuhanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,フジナハナダイ,Plectranthias wheeleri Randall 1980,"
瀬能（2014）与論図鑑，日本初記録；田代ほか（2017）魚類学雑誌64:195-199，2例目トカラ；本村ほか（2019）「奄美群島の魚類」；Motomura (2020) Ichthyofaunal Studies in the Tokara Is，諏訪之瀬島，平島；和田ほか（2020）タクサ49:67-73，沖縄島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；松本ほか（2022）Ichthy, Nat Hist Fish Jpn 27:74-86，薩摩半島南岸，トカラ列島平島，奄美大島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，帰属変更なし（Plectranthiasはイズハナダイ属）
",Fujinahanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,アマミハナダイ,Plectranthias yamakawai Yoshino 1972,"
三浦（2012）「知念市場の魚」，沖縄島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島黒島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，帰属変更なし（Plectranthiasはイズハナダイ属）
",Amamihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,オシャレハナダイ,Poroanthias pelicieri (Randall & Shimizu 1994),"
松沼ほか（2021）Ichthy, Nat Hist Fish Jpn 14:43-47，屋久島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科イズハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Tang & Chen (2025) Zool J Linne Soc 205:zlaf148，Plectranthias→Poroanthias
",Osharehanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,バラナガハナダイ,Pseudanthias caudalis Kamohara & Katayama 1959,"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Baranagahanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,カシワハナダイ,Pseudanthias cooperi (Regan 1902),"
本村ほか（2013）「硫黄島・竹島の魚類」；佐々木ほか（2014）小笠原研究41:13-39，小笠原諸島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Koeda & Akita (2018) Fauna Ryukyuana 41:1-9，与那国島；本村ほか（2019）「奄美群島の魚類」；藤原ほか（2020）Ichthy, Nat Hist Fish Jpn 3:30-40，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；阿部ほか（2024）Ichthy, Nat Hist Fish Jpn 45:1-14，口永良部島；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，高知県柏島
",Kashiwahanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ナガハナダイ,Pseudanthias elongatus (Franz 1910),"
Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Gill et al (2021) Zootaxa 4996:49-82，相模湾，駿河湾，沖縄県；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，東京（市場），和歌山県；木村・笹木（2025）「三重県の魚類図鑑」
",Nagahanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,スジハナダイ,Pseudanthias fasciatus (Kamohara 1955),"
Motomura et al (2010) Biogeogr 12:119-125，硫黄島・竹島（大隅諸島）；本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Sujihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,アワユキハナダイ,Pseudanthias hutomoi (Allen & Burhanuddin 1976),宿女ほか（2024）魚類学雑誌doi:10.11369/jji.23-025，石垣島,Awayukihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,ケラマハナダイ,Pseudanthias hypselosoma Bleeker 1877,"
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Motomura (2017) Ichthyofauna of Yaku-shima，屋久島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；赤池ほか（2021）Ichthy, Nat Hist Fish Jpn 13:18-35，沖永良部島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；阿部ほか（2024）Ichthy, Nat Hist Fish Jpn 45:1-14，口永良部島；畠中ほか（2025）Ichthy, Nat Hist Fish Jpn 56:8-30，宇治群島
",Keramahanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,シロオビハナダイ,Pseudanthias leucozonus (Katayama & Masuda 1982),"
中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Aizawa et al (2024) Univ Mus, Univ Tokyo Material Rep 132:253-327，伊豆半島東岸
",Shiroobihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,スミレナガハナダイ,Pseudanthias pleurotaenia (Bleeker 1857),"
本村ほか（2013）「硫黄島・竹島の魚類」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Sumirenagahanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,フチドリハナダイ,Pseudanthias randalli (Lubbock & Allen 1978),"
本村ほか（2013）「硫黄島・竹島の魚類」；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Fuchidorihanadai,"ペルカ目
Perciformes"
219.2,ハナダイ科,Anthiadidae,アカオビハナダイ,Pseudanthias rubrizonatus (Randall 1983),"
Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村・原崎（2019）Nat Kagoshima 46:211-214，屋久島；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；中村・本村（2022）Ichthy, Nat Hist Fish Jpn 19:26-43，高次分類群の標準和名（ハナダイ科ハナダイ亜科ナガハナダイ属）；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島
",Akaobihanadai,"ペルカ目
Perciformes"
